R_POTEMP,R_TEMP,R_DEPTH,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_PRES,R_O2,R_O2Sat
11.39,11.39,30,32.86,25.04,291.6,0.08,30,3.105388,50.474572
11.39,11.4,45,32.86,25.03,292.1,0.13,45,3.105388,50.474572
11.34,11.35,50,32.846,25.03,292.4,0.14,50,3.105388,50.474572
11.22,11.23,67,32.81,25.03,293.3,0.19,67,3.105388,50.474572
11.34,11.35,75,32.866,25.05,291.4,0.21,75,3.105388,50.474572
11.48,11.49,90,33.01,25.14,283.5,0.26,90,3.105388,50.474572
11.06,11.07,100,33.087,25.27,270.8,0.28,101,3.105388,50.474572
9.78,9.79,125,33.286,25.65,235.4,0.35,126,3.105388,50.474572
9.18,9.19,135,33.37,25.81,220,0.37,136,3.105388,50.474572
8.85,8.87,150,33.495,25.96,206.1,0.4,151,3.105388,50.474572
8.54,8.56,176,33.69,26.16,187.4,0.45,177,3.105388,50.474572
8.22,8.24,200,33.788,26.29,175.9,0.5,201,3.105388,50.474572
7.59,7.61,250,33.936,26.49,156.6,0.58,251,3.105388,50.474572
7.5,7.53,257,33.57,26.120341,192.307163,0.59,259,3.105388,50.474572
6.9,6.93,300,34.005,26.64,142.9,0.66,302,3.105388,50.474572
6.31,6.34,345,34,26.72,136.1,0.72,347,3.105388,50.474572
5.84,5.87,400,34.05,26.82,127,0.79,403,3.105388,50.474572
5.24,5.28,500,34.105,26.93,116.8,0.91,504,3.105388,50.474572
5.16,5.2,519,34.11,26.95,115.6,0.93,523,3.105388,50.474572
4.75,4.8,600,34.144,27.02,109.1,1.03,604,3.105388,50.474572
4.34,4.39,700,34.179,27.09,102.7,1.13,705,3.105388,50.474572
4.07,4.13,776,34.2,27.14,98.8,1.21,782,3.105388,50.474572
4.01,4.07,800,34.207,27.15,97.8,1.23,806,3.105388,50.474572
3.78,3.85,900,34.238,27.2,93.7,1.33,907,3.105388,50.474572
3.55,3.62,1000,34.269,27.25,89.6,1.42,1009,3.105388,50.474572
3.31,3.39,1100,34.301,27.29,85.3,1.51,1110,3.105388,50.474572
3.1,3.18,1190,34.33,27.34,81.3,1.58,1201,3.105388,50.474572
11.5,11.5,0,32.84,25,294.3,0,0,3.105388,50.474572
11.48,11.48,9,32.78,24.96,298.6,0.02,9,3.105388,50.474572
11.48,11.48,10,32.781,24.96,298.6,0.03,10,3.105388,50.474572
11.47,11.47,20,32.798,24.97,297.3,0.05,20,3.105388,50.474572
11.47,11.47,24,32.81,24.98,296.5,0.07,24,3.105388,50.474572
11.47,11.47,30,32.782,24.96,298.8,0.08,30,3.105388,50.474572
11.47,11.48,47,32.7,24.9,305.4,0.14,47,3.105388,50.474572
11.47,11.48,50,32.709,24.9,304.7,0.15,50,3.105388,50.474572
11.44,11.45,71,32.77,24.96,300.2,0.21,71,3.105388,50.474572
11.39,11.4,75,32.793,24.98,297.7,0.22,75,3.105388,50.474572
10.96,10.97,94,32.92,25.16,281.3,0.28,94,3.105388,50.474572
10.7,10.71,100,32.95,25.23,274.8,0.29,100,3.105388,50.474572
9.59,9.6,125,33.104,25.54,245.9,0.36,126,3.105388,50.474572
8.89,8.9,140,33.22,25.74,226.8,0.39,141,3.105388,50.474572
8.6,8.62,150,33.342,25.88,213.7,0.41,151,3.105388,50.474572
7.96,7.98,180,33.69,26.25,179,0.47,181,3.105388,50.474572
7.67,7.69,200,33.686,26.29,175.5,0.51,201,3.105388,50.474572
7.09,7.11,250,33.706,26.38,166.8,0.59,251,3.105388,50.474572
6.87,6.9,274,33.73,26.43,162.6,0.63,276,3.105388,50.474572
6.52,6.55,300,33.73,26.48,158.3,0.68,302,3.105388,50.474572
5.65,5.68,371,33.73,26.59,148.1,0.78,373,3.105388,50.474572
5.48,5.51,400,33.786,26.65,142.2,0.83,403,3.105388,50.474572
5.07,5.11,500,34.006,26.87,122.1,0.96,503,3.105388,50.474572
5,5.04,550,34.13,26.98,112.6,1.02,554,3.105388,50.474572
4.8,4.85,600,34.187,27.05,106.6,1.07,604,3.105388,50.474572
4.44,4.49,700,34.269,27.15,97.2,1.17,705,3.105388,50.474572
4.08,4.14,800,34.308,27.22,91.1,1.27,806,3.105388,50.474572
4.02,4.08,818,34.31,27.23,90.4,1.28,825,3.105388,50.474572
3.82,3.89,900,34.315,27.25,88.5,1.36,907,3.105388,50.474572
3.58,3.65,1000,34.321,27.28,86.1,1.45,1009,3.105388,50.474572
3.34,3.42,1100,34.328,27.31,83.6,1.53,1110,3.105388,50.474572
3.09,3.18,1200,34.337,27.34,80.9,1.61,1211,3.105388,50.474572
3,3.09,1238,34.34,27.35,79.8,1.64,1249,3.105388,50.474572
11.3,11.3,0,32.79,25,294.6,0,0,3.105388,50.474572
11.25,11.25,10,32.81,25.02,292.5,0.02,10,3.105388,50.474572
11.18,11.18,20,32.803,25.03,292,0.05,20,3.105388,50.474572
11.1,11.1,25,32.79,25.03,291.7,0.07,25,3.105388,50.474572
10.88,10.88,30,32.843,25.11,284.2,0.08,30,3.105388,50.474572
9.87,9.88,50,33.08,25.47,250.7,0.14,50,3.105388,50.474572
9.39,9.4,74,33.08,25.55,243.6,0.2,74,3.105388,50.474572
9.38,9.39,75,33.093,25.56,242.5,0.2,75,3.105388,50.474572
9.09,9.1,99,33.48,25.91,209.8,0.25,100,3.105388,50.474572
9.07,9.08,100,33.492,25.92,208.6,0.25,101,3.105388,50.474572
8.66,8.67,125,33.724,26.17,185.7,0.3,126,3.105388,50.474572
8.24,8.26,149,33.84,26.32,171.4,0.35,150,3.105388,50.474572
8.23,8.25,150,33.842,26.33,171.2,0.35,151,3.105388,50.474572
7.55,7.57,200,33.859,26.44,161,0.43,201,3.105388,50.474572
7.51,7.53,203,33.86,26.45,160.4,0.44,204,3.105388,50.474572
6.93,6.95,250,33.92,26.57,148.7,0.51,252,3.105388,50.474572
6.39,6.42,300,33.98,26.69,138,0.58,302,3.105388,50.474572
5.68,5.71,400,33.952,26.76,132.3,0.72,403,3.105388,50.474572
5.65,5.68,405,33.95,26.76,132.1,0.72,408,3.105388,50.474572
5.18,5.22,500,34.069,26.91,118.7,0.84,504,3.105388,50.474572
4.8,4.85,600,34.225,27.08,103.7,0.95,605,3.105388,50.474572
4.79,4.84,603,34.23,27.08,103.3,0.96,608,3.105388,50.474572
4.47,4.52,700,34.28,27.16,96.7,1.05,706,3.105388,50.474572
4.17,4.23,800,34.307,27.21,92.2,1.15,807,3.105388,50.474572
3.94,4.01,886,34.31,27.24,90.2,1.23,893,3.105388,50.474572
3.91,3.98,900,34.313,27.24,89.7,1.24,908,3.105388,50.474572
3.69,3.76,1000,34.332,27.28,86.5,1.33,1009,3.105388,50.474572
3.46,3.54,1100,34.352,27.32,83.2,1.41,1110,3.105388,50.474572
3.23,3.32,1200,34.372,27.36,79.9,1.49,1211,3.105388,50.474572
3.01,3.1,1300,34.394,27.4,76.4,1.57,1312,3.105388,50.474572
2.95,3.04,1327,34.4,27.41,75.4,1.59,1340,3.105388,50.474572
10.9,10.9,0,33.01,25.24,271.5,0,0,3.105388,50.474572
10.77,10.77,10,32.92,25.19,276.2,0.02,10,3.105388,50.474572
10.61,10.61,20,33.033,25.31,265.4,0.05,20,3.105388,50.474572
10.53,10.53,24,33.1,25.37,259.2,0.06,24,3.105388,50.474572
10.35,10.35,30,33.141,25.44,253.3,0.08,30,3.105388,50.474572
9.76,9.77,49,33.828065,26.120341,192.307163,0.12,49,3.105388,50.474572
9.74,9.75,50,33.243,25.62,236.6,0.12,50,3.105388,50.474572
9.37,9.38,73,33.3,25.72,227,0.18,73,3.105388,50.474572
9.32,9.33,75,33.309,25.74,225.6,0.18,75,3.105388,50.474572
8.81,8.82,97,33.42,25.91,210,0.23,98,3.105388,50.474572
8.76,8.77,100,33.444,25.93,207.5,0.24,101,3.105388,50.474572
8.42,8.43,125,33.636,26.14,188.7,0.29,126,3.105388,50.474572
8.19,8.2,145,33.78,26.28,175,0.32,146,3.105388,50.474572
8.1,8.12,150,33.799,26.31,172.5,0.33,151,3.105388,50.474572
7.45,7.47,192,33.89,26.48,157.2,0.4,193,3.105388,50.474572
7.35,7.37,200,33.897,26.5,155.4,0.41,201,3.105388,50.474572
6.85,6.87,250,33.925,26.59,147.3,0.49,252,3.105388,50.474572
6.59,6.62,287,33.93,26.63,144.1,0.54,289,3.105388,50.474572
6.53,6.56,300,33.944,26.65,142.5,0.56,302,3.105388,50.474572
6.2,6.23,386,34.05,26.77,131.5,0.68,389,3.105388,50.474572
6.11,6.15,400,34.066,26.8,129.4,0.7,403,3.105388,50.474572
5.53,5.57,500,34.163,26.95,116.1,0.82,504,3.105388,50.474572
5.06,5.11,578,34.22,27.05,107,0.91,582,3.105388,50.474572
4.96,5.01,600,34.224,27.06,105.7,0.93,605,3.105388,50.474572
4.56,4.61,700,34.235,27.11,101.1,1.03,706,3.105388,50.474572
4.21,4.27,800,34.229,27.15,98.5,1.13,807,3.105388,50.474572
4.08,4.14,846,34.22,27.15,98,1.18,853,3.105388,50.474572
3.94,4.01,900,34.23,27.18,96.2,1.23,908,3.105388,50.474572
3.69,3.76,1000,34.25,27.22,92.6,1.33,1009,3.105388,50.474572
3.43,3.51,1100,34.271,27.26,88.9,1.42,1110,3.105388,50.474572
3.18,3.27,1200,34.292,27.3,85.2,1.5,1211,3.105388,50.474572
2.98,3.07,1279,34.31,27.33,82.1,1.57,1291,3.105388,50.474572
11,11,0,33.28,25.43,253.2,0,0,3.105388,50.474572
10.89,10.89,10,33.3,25.47,250.1,0.02,10,3.105388,50.474572
10.83,10.83,20,33.319,25.49,247.9,0.05,20,3.105388,50.474572
10.81,10.81,25,33.828065,26.120341,192.307163,0.06,25,3.105388,50.474572
10.8,10.8,30,33.345,25.52,245.7,0.07,30,3.105388,50.474572
10.6,10.61,50,33.416,25.61,237.7,0.12,50,3.105388,50.474572
10.59,10.6,51,33.42,25.61,237.2,0.12,51,3.105388,50.474572
9.88,9.89,75,33.567,25.85,215.2,0.18,75,3.105388,50.474572
9.81,9.82,77,33.58,25.87,213.2,0.18,77,3.105388,50.474572
9.26,9.27,100,33.671,26.03,198.3,0.23,101,3.105388,50.474572
9.2,9.21,103,33.68,26.05,196.7,0.23,104,3.105388,50.474572
8.87,8.88,125,33.732,26.14,188.2,0.28,126,3.105388,50.474572
8.59,8.61,150,33.789,26.23,180.4,0.32,151,3.105388,50.474572
8.55,8.57,155,33.8,26.24,179.1,0.33,156,3.105388,50.474572
8.17,8.19,200,33.985,26.45,160.5,0.41,201,3.105388,50.474572
8.14,8.16,204,34,26.46,159,0.41,205,3.105388,50.474572
7.64,7.66,250,34,26.54,152.6,0.48,252,3.105388,50.474572
7.14,7.17,300,34,26.61,146.5,0.56,302,3.105388,50.474572
7.1,7.13,304,34,26.61,146,0.57,306,3.105388,50.474572
6.68,6.72,400,34.1,26.75,134.4,0.7,403,3.105388,50.474572
6.66,6.7,408,34.11,26.76,133.5,0.71,411,3.105388,50.474572
6.07,6.11,500,34.169,26.88,122.5,0.83,504,3.105388,50.474572
5.38,5.43,600,34.217,27.01,111.4,0.95,605,3.105388,50.474572
5.33,5.38,607,34.22,27.01,110.7,0.95,612,3.105388,50.474572
4.84,4.9,700,34.269,27.11,102.1,1.05,706,3.105388,50.474572
4.44,4.5,792,34.31,27.19,95.1,1.14,798,3.105388,50.474572
4.42,4.48,800,34.311,27.19,94.9,1.15,807,3.105388,50.474572
4.14,4.21,900,34.319,27.23,92,1.24,908,3.105388,50.474572
3.87,3.95,1000,34.329,27.26,89,1.33,1009,3.105388,50.474572
3.61,3.69,1100,34.339,27.3,86,1.42,1110,3.105388,50.474572
3.59,3.67,1106,34.34,27.3,85.7,1.43,1116,3.105388,50.474572
12,12,0,33.31,25.27,268.4,0,0,3.105388,50.474572
11.88,11.88,10,33.26,25.26,270.2,0.02,10,3.105388,50.474572
11.74,11.74,20,33.265,25.29,267.5,0.05,20,3.105388,50.474572
11.66,11.66,25,33.28,25.31,265.1,0.06,25,3.105388,50.474572
11.55,11.55,30,33.296,25.35,262.1,0.08,30,3.105388,50.474572
11.11,11.12,50,33.39,25.5,248.2,0.13,50,3.105388,50.474572
10.79,10.8,75,33.55,25.68,231.4,0.19,75,3.105388,50.474572
10.42,10.43,100,33.51,26.120341,192.307163,0.24,101,3.105388,50.474572
9.87,9.88,125,33.793,26.03,199.3,0.29,126,3.105388,50.474572
9.27,9.29,150,33.87,26.19,184.7,0.34,151,3.105388,50.474572
8.4,8.42,200,33.91,26.35,169.4,0.43,201,3.105388,50.474572
7.82,7.84,250,33.957,26.48,158.4,0.51,252,3.105388,50.474572
9.004084,7.5,300,34.09,26.120341,192.307163,0.59,302,3.105388,50.474572
9.004084,6.59,400,34.09,26.120341,192.307163,0.73,403,3.105388,50.474572
6.14,6.18,500,34.16,26.87,124.1,0.86,504,3.105388,50.474572
5.57,5.62,600,34.191,26.96,115.8,0.98,604,3.105388,50.474572
5.37,5.42,641,34.14,26.120341,192.307163,1.02,646,3.105388,50.474572
5.14,5.2,700,34.225,27.04,109.1,1.09,705,3.105388,50.474572
4.76,4.82,800,34.261,27.11,102.7,1.2,806,3.105388,50.474572
4.48,4.55,873,34.29,27.17,98,1.27,880,3.105388,50.474572
11.8,11.8,0,32.92,25.01,293.7,0,0,3.105388,50.474572
9.004084,8.974335,10,32.84,26.120341,192.307163,0.03,10,3.105388,50.474572
11.51,11.51,20,32.937,25.07,287.9,0.05,20,3.105388,50.474572
11.46,11.46,24,32.94,25.09,286.8,0.07,24,3.105388,50.474572
11.36,11.36,30,32.929,25.1,286,0.08,30,3.105388,50.474572
11.05,11.06,48,33.828065,26.120341,192.307163,0.13,48,3.105388,50.474572
11.02,11.03,50,32.917,25.15,281.6,0.14,50,3.105388,50.474572
10.63,10.64,71,32.95,25.24,273.1,0.2,71,3.105388,50.474572
10.52,10.53,75,32.977,25.28,269.3,0.21,75,3.105388,50.474572
9.91,9.92,95,33.15,25.52,247,0.26,95,3.105388,50.474572
9.74,9.75,100,33.206,25.59,240.2,0.27,101,3.105388,50.474572
8.99,9,125,33.477,25.92,209,0.33,126,3.105388,50.474572
8.55,8.56,143,33.66,26.14,189.1,0.36,144,3.105388,50.474572
8.47,8.49,150,33.702,26.18,185.1,0.38,151,3.105388,50.474572
8.29,8.31,190,33.86,26.33,171.4,0.45,191,3.105388,50.474572
8.21,8.23,200,33.891,26.37,168.1,0.47,201,3.105388,50.474572
7.78,7.8,250,34.009,26.52,153.9,0.55,251,3.105388,50.474572
7.43,7.46,283,34.05,26.61,146.6,0.6,285,3.105388,50.474572
7.24,7.27,300,34.05,26.63,144.2,0.62,302,3.105388,50.474572
6.41,6.44,381,34.05,26.75,134.1,0.73,384,3.105388,50.474572
6.28,6.32,400,34.061,26.77,132,0.76,403,3.105388,50.474572
5.76,5.8,500,34.127,26.89,121.6,0.89,504,3.105388,50.474572
5.51,5.56,567,34.18,26.96,115.5,0.96,571,3.105388,50.474572
5.33,5.38,600,34.199,27,112.2,1,604,3.105388,50.474572
4.81,4.87,700,34.251,27.1,103.1,1.11,705,3.105388,50.474572
4.33,4.39,800,34.295,27.19,95,1.21,806,3.105388,50.474572
4.15,4.21,840,34.31,27.22,92.1,1.25,847,3.105388,50.474572
3.99,4.06,900,34.323,27.24,89.9,1.3,907,3.105388,50.474572
3.75,3.82,1000,34.345,27.29,86.3,1.39,1009,3.105388,50.474572
3.5,3.58,1100,34.368,27.33,82.5,1.47,1110,3.105388,50.474572
3.37,3.45,1152,34.38,27.35,80.5,1.52,1162,3.105388,50.474572
12.5,12.5,0,32.95,24.9,304,0,0,3.105388,50.474572
12.5,12.5,10,33.027,24.96,298.6,0.03,10,3.105388,50.474572
12.44,12.44,17,33.08,25.01,293.7,0.05,17,3.105388,50.474572
12.43,12.43,20,33.072,25.01,294.2,0.06,20,3.105388,50.474572
12.3,12.3,28,33.04,25.01,294.4,0.08,28,3.105388,50.474572
12.19,12.19,30,33.029,25.02,293.2,0.08,30,3.105388,50.474572
11.44,11.45,42,33.828065,26.120341,192.307163,0.12,42,3.105388,50.474572
11.11,11.12,50,32.972,25.17,279.1,0.14,50,3.105388,50.474572
10.71,10.72,65,32.99,25.26,271.3,0.18,65,3.105388,50.474572
10.64,10.65,75,33.068,25.33,264.6,0.21,75,3.105388,50.474572
10.52,10.53,91,33.22,25.47,251.7,0.25,91,3.105388,50.474572
10.51,10.52,100,33.29,25.53,246.5,0.27,101,3.105388,50.474572
10.49,10.5,115,33.12,26.120341,192.307163,0.31,116,3.105388,50.474572
10.28,10.29,125,33.47,25.71,229.9,0.33,126,3.105388,50.474572
9.68,9.7,150,33.626,25.93,209.3,0.39,151,3.105388,50.474572
8.23,8.25,200,33.874,26.35,169.6,0.48,201,3.105388,50.474572
8.1,8.12,204,33.89,26.38,166.6,0.49,205,3.105388,50.474572
7.48,7.5,250,33.878,26.46,159.4,0.56,251,3.105388,50.474572
7.05,7.08,296,33.17,26.120341,192.307163,0.64,298,3.105388,50.474572
7.01,7.04,300,33.891,26.54,152.8,0.64,302,3.105388,50.474572
6.15,6.18,393,33.98,26.72,136.1,0.78,396,3.105388,50.474572
6.09,6.13,400,33.982,26.73,135.4,0.79,403,3.105388,50.474572
5.46,5.5,500,34.004,26.83,127,0.92,503,3.105388,50.474572
5.09,5.14,575,34.02,26.88,122.2,1.01,579,3.105388,50.474572
4.98,5.03,600,34.033,26.91,120.2,1.04,604,3.105388,50.474572
4.6,4.65,700,34.085,26.99,112.7,1.16,705,3.105388,50.474572
4.27,4.33,800,34.138,27.07,105.9,1.27,806,3.105388,50.474572
4.16,4.22,840,34.16,27.1,103.4,1.31,847,3.105388,50.474572
9.004084,4.07,900,33.828065,26.120341,192.307163,0.587048,909,3.105388,50.474572
9.004084,3.82,1000,33.828065,26.120341,192.307163,0.587048,1010,3.105388,50.474572
9.004084,3.57,1100,33.828065,26.120341,192.307163,0.587048,1111,3.105388,50.474572
9.004084,3.45,1149,34.07,26.120341,192.307163,0.587048,1161,3.105388,50.474572
13.7,13.7,0,33.35,24.97,297.2,0,0,3.105388,50.474572
13.67,13.67,9,33.22,24.88,306.4,0.02,9,3.105388,50.474572
13.67,13.67,10,33.222,24.88,306.3,0.03,10,3.105388,50.474572
13.67,13.67,20,33.238,24.89,305.3,0.06,20,3.105388,50.474572
13.67,13.67,21,33.24,24.89,305.2,0.06,21,3.105388,50.474572
13.6,13.6,30,33.206,24.88,306.6,0.09,30,3.105388,50.474572
13.5,13.51,41,33.17,24.87,307.8,0.12,41,3.105388,50.474572
13.47,13.48,50,33.217,24.91,304,0.15,50,3.105388,50.474572
13.46,13.47,60,33.26,24.95,300.9,0.18,60,3.105388,50.474572
13.42,13.43,75,33.159,24.88,307.9,0.22,75,3.105388,50.474572
13.41,13.42,79,33.13,24.86,309.9,0.24,79,3.105388,50.474572
13.49,13.5,100,33.247,24.93,303.4,0.3,100,3.105388,50.474572
13.54,13.56,118,33.42,25.06,292.3,0.35,119,3.105388,50.474572
13.25,13.27,125,33.379,25.08,289.9,0.37,126,3.105388,50.474572
12.01,12.03,150,33.209,25.19,279.8,0.45,151,3.105388,50.474572
11.54,11.56,158,33.15,25.23,275.9,0.47,159,3.105388,50.474572
9.81,9.83,200,33.323,25.67,234.7,0.58,201,3.105388,50.474572
8.77,8.79,234,33.6,26.05,198.6,0.65,235,3.105388,50.474572
8.5,8.53,250,33.699,26.17,187.6,0.68,251,3.105388,50.474572
7.97,8,300,33.958,26.46,161.4,0.77,302,3.105388,50.474572
7.92,7.95,310,34,26.5,157.7,0.78,312,3.105388,50.474572
6.95,6.99,400,33.959,26.6,148.6,0.92,402,3.105388,50.474572
6.09,6.13,491,33.95,26.71,138.9,1.05,494,3.105388,50.474572
6.04,6.08,500,33.959,26.72,137.7,1.06,503,3.105388,50.474572
5.47,5.52,600,34.057,26.87,124.5,1.2,604,3.105388,50.474572
4.89,4.95,700,34.16,27.02,110.8,1.31,705,3.105388,50.474572
4.52,4.58,766,34.23,27.11,101.8,1.38,772,3.105388,50.474572
14,14,0,33.22,24.81,312.6,0,0,3.105388,50.474572
13.97,13.97,9,33.15,24.76,317.4,0.02,9,3.105388,50.474572
13.94,13.94,10,33.15,24.77,316.8,0.03,10,3.105388,50.474572
13.6,13.6,20,33.15,24.84,310.5,0.06,20,3.105388,50.474572
13.52,13.52,22,33.15,24.85,309,0.06,22,3.105388,50.474572
13.44,13.44,30,33.234,24.93,301.4,0.09,30,3.105388,50.474572
13.31,13.32,41,33.3,25.01,294.6,0.12,41,3.105388,50.474572
13.34,13.35,50,33.235,24.95,300.1,0.15,50,3.105388,50.474572
13.37,13.38,57,33.19,24.91,304.2,0.17,57,3.105388,50.474572
13.33,13.34,74,33.37,25.06,290.6,0.22,74,3.105388,50.474572
13.32,13.33,75,33.369,25.06,290.5,0.22,75,3.105388,50.474572
13.16,13.17,100,33.34,25.07,290.2,0.3,100,3.105388,50.474572
13.06,13.08,113,33.19,26.120341,192.307163,0.33,114,3.105388,50.474572
12.27,12.29,125,33.285,25.2,278.4,0.37,126,3.105388,50.474572
10.52,10.54,150,33.208,25.46,253.9,0.43,151,3.105388,50.474572
10.15,10.17,155,33.19,25.51,249.2,0.45,156,3.105388,50.474572
9.94,9.96,200,33.614,25.88,215.3,0.55,201,3.105388,50.474572
9.76,9.79,238,34,26.21,184.8,0.63,239,3.105388,50.474572
9.53,9.56,250,34.041,26.28,178.3,0.65,251,3.105388,50.474572
8.49,8.52,300,34.135,26.52,156,0.73,302,3.105388,50.474572
7.98,8.01,322,34.14,26.6,148.4,0.77,324,3.105388,50.474572
7.02,7.06,400,34.213,26.79,130.7,0.88,402,3.105388,50.474572
6.24,6.28,500,34.239,26.92,119.6,1,503,3.105388,50.474572
6.14,6.19,519,34.25,26.94,117.8,1.02,522,3.105388,50.474572
5.54,5.59,600,34.237,27,112,1.12,604,3.105388,50.474572
4.9,4.96,700,34.225,27.07,106.1,1.22,705,3.105388,50.474572
4.41,4.47,793,34.22,27.12,101.4,1.32,799,3.105388,50.474572
9.004084,4.45,800,33.828065,26.120341,192.307163,0.587048,807,3.105388,50.474572
9.004084,4.2,900,33.828065,26.120341,192.307163,0.587048,909,3.105388,50.474572
9.004084,3.95,1000,33.828065,26.120341,192.307163,0.587048,1010,3.105388,50.474572
9.004084,3.7,1100,33.828065,26.120341,192.307163,0.587048,1111,3.105388,50.474572
9.004084,3.45,1200,33.828065,26.120341,192.307163,0.587048,1212,3.105388,50.474572
9.004084,3.36,1234,33.828065,26.120341,192.307163,0.587048,1247,3.105388,50.474572
13.9,13.9,0,33.17,24.79,314.3,0,0,3.105388,50.474572
13.13,13.13,10,33.15,24.93,301.2,0.03,10,3.105388,50.474572
12.84,12.84,20,33.137,24.98,297,0.06,20,3.105388,50.474572
12.8,12.8,25,33.13,24.98,296.9,0.07,25,3.105388,50.474572
12.8,12.8,30,33.13,24.98,297,0.09,30,3.105388,50.474572
12.69,12.7,49,33.13,25,295.6,0.14,49,3.105388,50.474572
12.65,12.66,50,33.127,25.01,295.1,0.15,50,3.105388,50.474572
11.61,11.62,74,33.06,25.15,281.8,0.21,74,3.105388,50.474572
11.58,11.59,75,33.061,25.16,281.2,0.22,75,3.105388,50.474572
10.88,10.89,99,33.12,25.33,265.3,0.28,99,3.105388,50.474572
10.84,10.85,100,33.124,25.34,264.3,0.29,100,3.105388,50.474572
9.95,9.96,125,33.249,25.59,240.9,0.35,126,3.105388,50.474572
9.18,9.2,148,33.4,25.83,218.1,0.4,149,3.105388,50.474572
9.14,9.16,150,33.415,25.85,216.4,0.41,151,3.105388,50.474572
8.4,8.42,195,33.73,26.21,182.7,0.5,196,3.105388,50.474572
8.32,8.34,200,33.755,26.24,179.8,0.5,201,3.105388,50.474572
7.58,7.6,250,33.943,26.5,156,0.59,251,3.105388,50.474572
7.19,7.22,279,34,26.6,146.9,0.63,281,3.105388,50.474572
6.99,7.02,300,33.985,26.62,145.6,0.66,302,3.105388,50.474572
6.23,6.27,400,33.962,26.7,138.7,0.81,403,3.105388,50.474572
6.2,6.24,406,33.96,26.7,138.5,0.81,409,3.105388,50.474572
5.6,5.64,500,34.035,26.84,126.4,0.94,503,3.105388,50.474572
5.03,5.08,600,34.119,26.97,114.4,1.06,604,3.105388,50.474572
4.55,4.6,700,34.207,27.09,103.1,1.17,705,3.105388,50.474572
4.48,4.54,714,34.22,27.11,101.5,1.18,719,3.105388,50.474572
9.004084,4.23,800,33.828065,26.120341,192.307163,0.587048,807,3.105388,50.474572
9.004084,3.87,900,33.828065,26.120341,192.307163,0.587048,909,3.105388,50.474572
9.004084,3.51,1000,33.828065,26.120341,192.307163,0.587048,1010,3.105388,50.474572
9.004084,3.15,1100,33.828065,26.120341,192.307163,0.587048,1111,3.105388,50.474572
9.004084,3.11,1110,33.93,26.120341,192.307163,0.587048,1121,3.105388,50.474572
13.9,13.9,0,33.08,24.72,321,0,0,3.105388,50.474572
13.73,13.73,8,33.19,24.84,309.7,0.02,8,3.105388,50.474572
13.67,13.67,10,33.19,24.85,308.6,0.03,10,3.105388,50.474572
13.37,13.37,19,33.15,24.88,306,0.05,19,3.105388,50.474572
13.36,13.36,20,33.15,24.89,305.8,0.06,20,3.105388,50.474572
13.19,13.19,30,33.142,24.91,303.4,0.09,30,3.105388,50.474572
12.99,13,37,33.13,24.94,300.9,0.11,37,3.105388,50.474572
12.01,12.02,50,33.027,25.05,290.8,0.15,50,3.105388,50.474572
11.68,11.69,54,33.01,25.1,286.3,0.16,54,3.105388,50.474572
10.86,10.87,71,33.21,25.4,257.7,0.21,71,3.105388,50.474572
10.71,10.72,75,33.222,25.44,254.4,0.22,75,3.105388,50.474572
9.89,9.9,100,33.26,25.61,238.6,0.28,100,3.105388,50.474572
9.71,9.72,107,33.26,25.64,235.9,0.29,108,3.105388,50.474572
9.21,9.22,125,33.405,25.83,217.7,0.33,126,3.105388,50.474572
8.76,8.78,143,33.57,26.03,199.1,0.37,144,3.105388,50.474572
8.64,8.66,150,33.616,26.09,194,0.39,151,3.105388,50.474572
7.99,8.01,200,33.847,26.37,168.1,0.48,201,3.105388,50.474572
7.94,7.96,205,33.86,26.38,166.5,0.48,206,3.105388,50.474572
7.4,7.42,250,33.925,26.51,154.8,0.56,251,3.105388,50.474572
7.28,7.3,260,33.93,26.53,152.9,0.57,261,3.105388,50.474572
6.73,6.76,300,33.953,26.63,144.5,0.63,302,3.105388,50.474572
5.87,5.9,374,34,26.77,130.8,0.73,376,3.105388,50.474572
5.74,5.77,391,34.02,26.81,127.9,0.76,393,3.105388,50.474572
9.004084,5.7,400,33.828065,26.120341,192.307163,0.587048,403,3.105388,50.474572
9.004084,4.92,500,33.828065,26.120341,192.307163,0.587048,504,3.105388,50.474572
9.004084,4.19,593,33.86,26.120341,192.307163,0.587048,598,3.105388,50.474572
13.7,13.7,0,33.12,24.79,314.1,0,0,3.105388,50.474572
13.26,13.26,9,33.15,24.9,303.7,0.02,9,3.105388,50.474572
13.22,13.22,10,33.15,24.91,302.9,0.03,10,3.105388,50.474572
12.86,12.86,20,33.15,24.98,296.4,0.06,20,3.105388,50.474572
12.76,12.76,23,33.15,25,294.6,0.07,23,3.105388,50.474572
12.46,12.46,30,33.179,25.08,287.1,0.09,30,3.105388,50.474572
11.71,11.72,46,33.24,25.27,269.6,0.13,46,3.105388,50.474572
11.53,11.54,50,33.229,25.3,267.4,0.14,50,3.105388,50.474572
10.77,10.78,67,33.19,25.4,257.6,0.19,67,3.105388,50.474572
10.4,10.41,75,33.217,25.49,249.6,0.21,75,3.105388,50.474572
9.82,9.83,89,33.3,25.65,234.3,0.24,89,3.105388,50.474572
9.52,9.53,100,33.394,25.77,222.8,0.26,100,3.105388,50.474572
